,boruta,forward,genetic,lasso
SVC,0.7247058823529412,0.8823529411764706,0.7364705882352941,0.8188235294117647
RandomForestClassifier,0.8764705882352941,0.9164705882352941,0.888235294117647,0.8223529411764706
GaussianNB,0.9129411764705883,0.9070588235294118,0.9129411764705883,0.8705882352941177
LogisticRegression,0.7870588235294118,0.9164705882352941,0.8388235294117647,0.8764705882352941
