,boruta,forward,genetic,lasso
SVC,0.8977272727272727,0.9534883720930232,0.9101123595505618,0.9176470588235294
RandomForestClassifier,0.9473684210526314,0.9585798816568047,0.9595375722543352,0.9371428571428572
GaussianNB,0.9390243902439025,0.9325153374233129,0.9390243902439025,0.9411764705882353
LogisticRegression,0.8994082840236687,0.9585798816568047,0.923076923076923,0.9473684210526314
